,e1,e2,intensity
CTSB<->GSR,CTSB,GSR,0.8012711762753602
CLU<->VCAN,CLU,VCAN,0.8007734896370262
HUD<->NLN,HUD,NLN,0.8007723316257392
BAX<->POL,BAX,POL,0.8000489017156236
CBP<->PREP,CBP,PREP,0.7993971803827125
CLU<->GGH,CLU,GGH,0.7992073896531213
GTT<->HEXA,GTT,HEXA,0.7988041503284206
MSN<->NANOG,MSN,NANOG,0.7986423818115383
MSN<->NMI,MSN,NMI,0.7985466267509987
MCC<->VIM,MCC,VIM,0.7983086104702134
DIVA<->HEXA,DIVA,HEXA,0.7981663400390534
DST<->PRL,DST,PRL,0.7979145229664608
SMO<->UCN,SMO,UCN,0.7978895127037552
GRN<->PTPA,GRN,PTPA,0.7977810382432788
CLU<->CTSB,CLU,CTSB,0.7975967300250542
MTRR<->NANOG,MTRR,NANOG,0.7975396385223595
LCT<->TNR,LCT,TNR,0.7972801284145937
MALL<->MMD,MALL,MMD,0.7971924264247424
ARNTL<->GGH,ARNTL,GGH,0.7968816677744133
RRAD<->SMO,RRAD,SMO,0.7967336175208798
CSK<->TYR,CSK,TYR,0.7964555678923554
LCT<->NCSTN,LCT,NCSTN,0.7964079735793581
GTT<->XK,GTT,XK,0.7963378645311667
CBP<->XK,CBP,XK,0.7960337811637167
BPI<->GAN,BPI,GAN,0.7960261923253437
KL<->RORC,KL,RORC,0.7959538446336654
ARNTL<->HUD,ARNTL,HUD,0.7947587238627188
GGH<->NBN,GGH,NBN,0.7946007712009125
NBN<->XK,NBN,XK,0.7945329084482025
HPCA<->KL,HPCA,KL,0.7943946329713001
FADD<->LYN,FADD,LYN,0.794364725526267
FAP<->RICTOR,FAP,RICTOR,0.7942403141549593
ARNTL<->GSR,ARNTL,GSR,0.7938436028357817
CLU<->GSR,CLU,GSR,0.7937764904955337
IMPDH<->PNP,IMPDH,PNP,0.7936444042127059
MPG<->VCAN,MPG,VCAN,0.793532667948711
APS<->GSR,APS,GSR,0.7935287570987251
GGH<->SDHD,GGH,SDHD,0.7935255656935489
FAP<->PREP,FAP,PREP,0.7934178487821139
ARNTL<->ENV,ARNTL,ENV,0.7930089248520253
MSN<->PREP,MSN,PREP,0.792586027447457
GAG<->MTP,GAG,MTP,0.7922738864456386
LAT<->RET,LAT,RET,0.7921714877492475
APS<->TESMIN,APS,TESMIN,0.7920923291814774
AURKB<->PIR,AURKB,PIR,0.7918976858489869
BPI<->FAP,BPI,FAP,0.7917847999992188
LYN<->MTOR,LYN,MTOR,0.791679508980027
DIVA<->PTP,DIVA,PTP,0.7916732241484329
SHMT<->UCN,SHMT,UCN,0.791302945036332
GGH<->ISCU,GGH,ISCU,0.7912791132494341
GCA<->VIP,GCA,VIP,0.7911470584052417
GSR<->NLN,GSR,NLN,0.7911004726167805
CLOCK<->GALT,CLOCK,GALT,0.790800671114844
RICTOR<->SDHD,RICTOR,SDHD,0.7907273492812529
GALT<->UBC,GALT,UBC,0.7906561275449825
NANOG<->SDHD,NANOG,SDHD,0.7905181819827384
AURKB<->SAG,AURKB,SAG,0.7901595319976427
DBT<->NLN,DBT,NLN,0.790033154975715
LYN<->MNT,LYN,MNT,0.7899306045727393
GEM<->MVK,GEM,MVK,0.7898818847587219
BPI<->PREP,BPI,PREP,0.7893663891578871
CRK<->GTT,CRK,GTT,0.7892743434116977
GPI<->LTA,GPI,LTA,0.7892701603607427
BPI<->DBT,BPI,DBT,0.7888774508572737
DBT<->XK,DBT,XK,0.7884217051566107
BPI<->CEL,BPI,CEL,0.7883038115575413
ALK<->SAG,ALK,SAG,0.7879548408149791
EPOR<->KL,EPOR,KL,0.7878904235354889
CTSB<->MAZ,CTSB,MAZ,0.7878776457466447
APS<->DBT,APS,DBT,0.7877897810198956
CRKL<->MAZ,CRKL,MAZ,0.7873440206138091
BPI<->ISCU,BPI,ISCU,0.787171089445645
BLM<->PGP,BLM,PGP,0.7867325593375382
CEL<->CTH,CEL,CTH,0.7867006964237861
GTT<->RRAD,GTT,RRAD,0.7865005796838467
ELL<->FGA,ELL,FGA,0.7862610300798001
MYC<->SCL,MYC,SCL,0.7861737436895901
NPB<->XB,NPB,XB,0.7861539223653702
PGP<->PREP,PGP,PREP,0.7861314273660335
ARNTL<->MTRR,ARNTL,MTRR,0.7860454580692392
ARNTL<->MSN,ARNTL,MSN,0.7859091048637116
TRA<->TSLP,TRA,TSLP,0.7857871669943148
ENV<->XK,ENV,XK,0.7855586993941662
CTSB<->DCC,CTSB,DCC,0.7854513473167417
EPOR<->PBR,EPOR,PBR,0.7850079112990553
HPR<->MTE,HPR,MTE,0.784871345296314
GDA<->PIR,GDA,PIR,0.7848600491643036
PDGFRB<->VCAN,PDGFRB,VCAN,0.784824363679303
PGP<->SDHD,PGP,SDHD,0.7846280660940762
SHB<->STIL,SHB,STIL,0.7844002102711891
HTA<->PREP,HTA,PREP,0.7842526899859485
EPO<->FAP,EPO,FAP,0.7842285191799173
DHFR<->TRE,DHFR,TRE,0.7840265780263023
NGF<->TPO,NGF,TPO,0.7839856887646749
FAP<->PGP,FAP,PGP,0.7839719843426081
CRKL<->PTPA,CRKL,PTPA,0.7838483121893601
HBM<->LCK,HBM,LCK,0.7836377528908881
GAN<->VCAN,GAN,VCAN,0.7833999966992025
ENV<->VCAN,ENV,VCAN,0.7831410131320824
CASK<->MTRR,CASK,MTRR,0.782813494521574
CTSB<->GAN,CTSB,GAN,0.7827133739548201
GPCR<->TEC,GPCR,TEC,0.7824980728158297
BLM<->CTSB,BLM,CTSB,0.7822247127824054
ISCU<->SHMT,ISCU,SHMT,0.7818559911622058
CEBPD<->DCC,CEBPD,DCC,0.781819558659915
DIVA<->MPG,DIVA,MPG,0.7818160221363151
PIR<->PREP,PIR,PREP,0.7817647060410522
GEM<->GSA,GEM,GSA,0.7811561113053592
EMB<->MENT,EMB,MENT,0.7808213626134763
GDA<->HUD,GDA,HUD,0.7804087147290782
MALL<->MENT,MALL,MENT,0.7803324085540246
MENT<->TESMIN,MENT,TESMIN,0.7801104442037797
ATF<->FOV,ATF,FOV,0.7800293765562774
BPI<->RRAD,BPI,RRAD,0.7798454680913282
AHRR<->PKM,AHRR,PKM,0.7798277807452967
MPG<->NBN,MPG,NBN,0.7794907330252173
AURKB<->GAN,AURKB,GAN,0.7794767864043161
SAG<->XB,SAG,XB,0.7794512871281473
NBN<->TESMIN,NBN,TESMIN,0.7785099901807421
MTP<->RHD,MTP,RHD,0.778499199628446
APS<->RRAD,APS,RRAD,0.7784325567841581
BLM<->MPG,BLM,MPG,0.7783316380336764
ALB<->ENG,ALB,ENG,0.7783137638627657
HDX<->VIP,HDX,VIP,0.778264223681853
FGA<->FKHR,FGA,FKHR,0.7780478974319028
CBFB<->HPCA,CBFB,HPCA,0.7776724109140172
PPL<->TRE,PPL,TRE,0.7775650083184382
CIT<->TNR,CIT,TNR,0.7773691725253051
SKI<->SYK,SKI,SYK,0.7772645153154857
HTA<->NLN,HTA,NLN,0.7770987035750516
BLM<->CTH,BLM,CTH,0.7770684587940726
GDA<->HEXA,GDA,HEXA,0.7770474825582484
FER<->TYR,FER,TYR,0.7769176573759846
CBFB<->PKM,CBFB,PKM,0.7766105071733376
DCC<->RRAD,DCC,RRAD,0.7761144396883382
NBC<->SELL,NBC,SELL,0.7758532006153517
EMB<->HTA,EMB,HTA,0.7757697687953498
GSR<->TESMIN,GSR,TESMIN,0.7756085661234821
GAG<->ORF,GAG,ORF,0.7755279167723506
BF<->PRL,BF,PRL,0.7753791048156536
GLA<->LCK,GLA,LCK,0.7752244873084095
ORF<->PTEN,ORF,PTEN,0.775113155130542
ISCU<->PREP,ISCU,PREP,0.7745607379399048
CBL<->PRKDC,CBL,PRKDC,0.7744182083445648
TSLP<->VCAN,TSLP,VCAN,0.7743651175855839
SHMT<->SMO,SHMT,SMO,0.7738639150271212
GAPDH<->POLI,GAPDH,POLI,0.7736373340619959
HEEL<->TEC,HEEL,TEC,0.7735390129755907
FLT<->PTEN,FLT,PTEN,0.7735146278385239
FADD<->MNT,FADD,MNT,0.7734654960938563
RICTOR<->SKI,RICTOR,SKI,0.7731840759653921
HTA<->MAZ,HTA,MAZ,0.7729007757786256
CTSB<->ENV,CTSB,ENV,0.7726626795732325
DBT<->SMO,DBT,SMO,0.772650419289661
CBP<->MTRR,CBP,MTRR,0.772425931144313
CEL<->GSR,CEL,GSR,0.7722291171518028
CRKL<->PREP,CRKL,PREP,0.7721904905612584
RHD<->XIAP,RHD,XIAP,0.7721370214519047
MNT<->PTEN,MNT,PTEN,0.7719878315252656
APS<->HUD,APS,HUD,0.7717943271150925
BLM<->NMI,BLM,NMI,0.7714244850970972
GRN<->SHMT,GRN,SHMT,0.7712236929965826
LYN<->PTEN,LYN,PTEN,0.7711667788648139
CBP<->SKI,CBP,SKI,0.7710452005803856
PEMT<->SELL,PEMT,SELL,0.7708860524681301
NANOG<->PREP,NANOG,PREP,0.7708394677111636
MALL<->TIE,MALL,TIE,0.7706747598100627
HP<->XG,HP,XG,0.7703088195135924
CEL<->SMO,CEL,SMO,0.7702880274437253
GRN<->HRK,GRN,HRK,0.770248422174458
NMI<->PTPA,NMI,PTPA,0.7698522421422999
BLM<->NANOG,BLM,NANOG,0.7697618491784358
CAMP<->LPL,CAMP,LPL,0.7697493465550443
FKHR<->HEXA,FKHR,HEXA,0.7696404054555072
MPG<->TESMIN,MPG,TESMIN,0.7694213679084236
CBP<->DIVA,CBP,DIVA,0.7693986218796743
BHMT<->ITPA,BHMT,ITPA,0.7689396765899011
ACD<->MNT,ACD,MNT,0.7686262584477979
GDA<->XK,GDA,XK,0.7685884366378691
CASK<->ENV,CASK,ENV,0.7682352693588789
CTH<->MAZ,CTH,MAZ,0.7681150923335416
CLU<->CRKL,CLU,CRKL,0.7681003338964083
DBT<->GDA,DBT,GDA,0.7679058185471608
ELL<->VCAN,ELL,VCAN,0.7672715554321875
DIVA<->NBN,DIVA,NBN,0.7671821326899445
BPI<->GDA,BPI,GDA,0.7669458751633395
JK<->TTL,JK,TTL,0.7669349405983109
CSK<->TXNIP,CSK,TXNIP,0.7668540791998171
FADD<->RHD,FADD,RHD,0.7667834855346879
ENV<->TRA,ENV,TRA,0.7663939890393173
CIT<->NCSTN,CIT,NCSTN,0.7663414845204002
AURKB<->HTA,AURKB,HTA,0.7663225557337439
BAK<->POL,BAK,POL,0.7661711613427024
NMI<->SHMT,NMI,SHMT,0.7659766537836251
PREP<->VCAN,PREP,VCAN,0.7659239362214618
FLT<->LYN,FLT,LYN,0.7659142943715432
NBN<->SAG,NBN,SAG,0.7658328357468763
ENV<->RRAD,ENV,RRAD,0.7656103030476166
MAL<->ZNF,MAL,ZNF,0.7653115001719365
DF<->NRM,DF,NRM,0.7652806432721411
APS<->HEXA,APS,HEXA,0.7650388211018774
ALB<->DOHH,ALB,DOHH,0.7648845427325831
BPI<->XK,BPI,XK,0.7647686677286926
MTF<->PRL,MTF,PRL,0.7645135210380342
MSN<->SHMT,MSN,SHMT,0.7638913449899049
ENG<->UBC,ENG,UBC,0.7637125664425474
CAMP<->GALT,CAMP,GALT,0.7635447979760094
APS<->PTP,APS,PTP,0.7634834503388038
ARNT<->TXN,ARNT,TXN,0.7634143186004531
ELL<->MAZ,ELL,MAZ,0.7633250818185475
NMI<->UCN,NMI,UCN,0.7632499432212305
TEC<->TRO,TEC,TRO,0.763226408600703
CBP<->FAP,CBP,FAP,0.7632251654058405
DOHH<->ENG,DOHH,ENG,0.7630483503739274
LCT<->TESMIN,LCT,TESMIN,0.763018709145294
HEX<->XB,HEX,XB,0.7627883768862203
CIT<->XB,CIT,XB,0.7625643609140065
HK<->JUN,HK,JUN,0.7625334821692874
BAX<->JUN,BAX,JUN,0.7624796208743264
FAP<->PIR,FAP,PIR,0.7623324445848667
SMO<->XK,SMO,XK,0.7619741967899862
EMB<->XB,EMB,XB,0.7619530709979779
CLU<->MSN,CLU,MSN,0.7619026297703249
ARNTL<->VCAN,ARNTL,VCAN,0.761793750962816
FOV<->LCT,FOV,LCT,0.7617365175650275
CEL<->MPG,CEL,MPG,0.7614293939732324
APS<->NCSTN,APS,NCSTN,0.7612405139806803
MAZ<->PIR,MAZ,PIR,0.7603576466812859
ELL<->RRAD,ELL,RRAD,0.7603016537322086
GGH<->TSLP,GGH,TSLP,0.7602924845374605
CLU<->EPO,CLU,EPO,0.7602525695133855
CIT<->MALL,CIT,MALL,0.7601950789636532
ALK<->AURKB,ALK,AURKB,0.7597443028253078
CLOCK<->UBC,CLOCK,UBC,0.7592500449602041
CRK<->PREP,CRK,PREP,0.7592369561421327
ARNTL<->BPI,ARNTL,BPI,0.7590542097452404
DCC<->HEXA,DCC,HEXA,0.7587769706952247
MIA<->TXN,MIA,TXN,0.7587523983443435
ENV<->PIR,ENV,PIR,0.7584303542651213
HTA<->TESMIN,HTA,TESMIN,0.7581357495916612
STIL<->TCRG,STIL,TCRG,0.7578182485691076
NLN<->PIR,NLN,PIR,0.7577545785820293
CAMP<->UBC,CAMP,UBC,0.7576778520425579
CSK<->NFI,CSK,NFI,0.7573248700195163
FYN<->MAL,FYN,MAL,0.7568587134785992
ARNT<->CBP,ARNT,CBP,0.7568014172177279
RARA<->ZNF,RARA,ZNF,0.7557089205070999
CLU<->PTPA,CLU,PTPA,0.7553696296685447
PIR<->UCN,PIR,UCN,0.7553007450574041
APS<->XK,APS,XK,0.7551548142448159
EMB<->RRAD,EMB,RRAD,0.7547366538773725
AURKB<->GGH,AURKB,GGH,0.754718646453158
BLM<->RICTOR,BLM,RICTOR,0.7544860098516922
MTP<->XIAP,MTP,XIAP,0.7538930547961903
MMD<->TIE,MMD,TIE,0.7538150934034904
PFP<->PROC,PFP,PROC,0.7537182194960875
CIR<->NRM,CIR,NRM,0.7534531299063978
ARNTL<->GDA,ARNTL,GDA,0.7534232628144821
ACD<->LYN,ACD,LYN,0.7534147132948757
FKHR<->XK,FKHR,XK,0.7521556097041507
MENT<->SAG,MENT,SAG,0.7518882683544486
GRN<->MAZ,GRN,MAZ,0.7518881941070893
MVK<->SELL,MVK,SELL,0.7516426625793328
CAMP<->ENG,CAMP,ENG,0.751055171547391
PREP<->SKI,PREP,SKI,0.7508738497994396
CTSB<->DBT,CTSB,DBT,0.7506437341791325
HTA<->HUD,HTA,HUD,0.7505757237670895
MAZ<->MTRR,MAZ,MTRR,0.7504791069662015
HEXA<->TXN,HEXA,TXN,0.7504137913823192
DBT<->DIVA,DBT,DIVA,0.7504109511693887
GGH<->GSR,GGH,GSR,0.7497182537452772
LCK<->TRO,LCK,TRO,0.7496797843114934
GDA<->GGH,GDA,GGH,0.7494549179023353
ENV<->FKHR,ENV,FKHR,0.7488978222409312
DIVA<->SHMT,DIVA,SHMT,0.7487000663053089
FGA<->MIA,FGA,MIA,0.7482441997175108
ALB<->PFP,ALB,PFP,0.7482007254828614
BLM<->GTT,BLM,GTT,0.7481600368831463
MSN<->MTRR,MSN,MTRR,0.7479777828698588
CIT<->TESMIN,CIT,TESMIN,0.7476892852168929
GGH<->SKI,GGH,SKI,0.7475562164082207
GAG<->RHD,GAG,RHD,0.747324210962434
GDA<->LCT,GDA,LCT,0.7471934051109739
GEM<->SELL,GEM,SELL,0.7470438272021485
FKHR<->PREP,FKHR,PREP,0.7467426856018504
ALK<->FOV,ALK,FOV,0.7466918643102306
NMI<->SKI,NMI,SKI,0.7459979931914644
DIVA<->PGP,DIVA,PGP,0.7459745751177411
CRKL<->ENV,CRKL,ENV,0.7459699249673517
ALK<->ATF,ALK,ATF,0.7459335118301438
CTH<->ISCU,CTH,ISCU,0.7456693386358408
BLM<->HUD,BLM,HUD,0.7455450197946987
GPI<->PBR,GPI,PBR,0.7455262481256153
BLM<->GSR,BLM,GSR,0.7455260123718827
EPO<->RICTOR,EPO,RICTOR,0.7454344097108432
FKHR<->TXN,FKHR,TXN,0.7450100760225569
AGA<->SON,AGA,SON,0.7448677990990672
ALB<->IVD,ALB,IVD,0.7446781859401739
HEXA<->PREP,HEXA,PREP,0.7444582423366304
NBN<->PTP,NBN,PTP,0.7443148799459576
CBP<->TESMIN,CBP,TESMIN,0.7442896464090182
GAN<->ISCU,GAN,ISCU,0.744250228847195
CRH<->HCR,CRH,HCR,0.7442333980441376
BPI<->SDHD,BPI,SDHD,0.7441041241946794
DHFR<->TYR,DHFR,TYR,0.7438030008780269
LOX<->MTOR,LOX,MTOR,0.7433168938306001
AHRR<->KL,AHRR,KL,0.7432670711740522
APS<->PIR,APS,PIR,0.7430439425636683
CTSB<->HUD,CTSB,HUD,0.7426997157805368
LCT<->SAG,LCT,SAG,0.7425872261277391
CEL<->GGH,CEL,GGH,0.7419287742571817
FLT<->GAG,FLT,GAG,0.7418811062817844
HK<->TF,HK,TF,0.7414002145360569
HUD<->MTRR,HUD,MTRR,0.7410694968945416
TSLP<->XK,TSLP,XK,0.7410026096540779
CRK<->GGH,CRK,GGH,0.7406652107832498
BPI<->ENV,BPI,ENV,0.740555005365439
AHRR<->HPCA,AHRR,HPCA,0.7401299370005793
MPG<->SDHD,MPG,SDHD,0.7400421438295793
BPI<->LCT,BPI,LCT,0.7392418944696484
GGT<->VWF,GGT,VWF,0.7389201732328072
MAZ<->SHMT,MAZ,SHMT,0.7388843341139845
BLM<->HTA,BLM,HTA,0.7388823269766283
FADD<->LOX,FADD,LOX,0.7387443627763679
TESMIN<->TNR,TESMIN,TNR,0.738708107319178
CTH<->TESMIN,CTH,TESMIN,0.7386559920639411
FER<->NFI,FER,NFI,0.7386192521252787
HEXA<->MAZ,HEXA,MAZ,0.7385800761730936
LYN<->XIAP,LYN,XIAP,0.7384571648789287
SMO<->VCAN,SMO,VCAN,0.7384338347183316
BLK<->NUMB,BLK,NUMB,0.7383766089966086
ACR<->KMO,ACR,KMO,0.7379613216041696
DIVA<->GAN,DIVA,GAN,0.7379598892156546
NLN<->RRAD,NLN,RRAD,0.7378964112101988
AURKB<->DBT,AURKB,DBT,0.7372695563223101
CBP<->CEL,CBP,CEL,0.7372536764857297
DCC<->TRA,DCC,TRA,0.7371295386006136
LTA<->TXNIP,LTA,TXNIP,0.7370483970445024
GTT<->HTA,GTT,HTA,0.7369538868073319
KL<->PKM,KL,PKM,0.7366415509514477
MAZ<->NANOG,MAZ,NANOG,0.73659073263069
RRAD<->TXN,RRAD,TXN,0.7365473308022665
HRK<->MIA,HRK,MIA,0.736349790387452
DCC<->PGP,DCC,PGP,0.7362266284138022
NBN<->SMO,NBN,SMO,0.7347581276320496
ATF<->AURKB,ATF,AURKB,0.734748997075152
ARNT<->ARNTL,ARNT,ARNTL,0.7346436826529468
DAP<->GALT,DAP,GALT,0.7346307069887166
NCSTN<->NLN,NCSTN,NLN,0.7344834641573069
CTH<->ENV,CTH,ENV,0.7344692977765392
DOHH<->MTF,DOHH,MTF,0.7343308785238324
GAG<->PTEN,GAG,PTEN,0.7342214574777596
CASK<->FAP,CASK,FAP,0.7336336250444192
CTH<->PTP,CTH,PTP,0.7335263281329188
IGHD<->UBC,IGHD,UBC,0.7334461077229443
MTAP<->TCRG,MTAP,TCRG,0.733393407234593
EGF<->XIAP,EGF,XIAP,0.7329744026343991
DIVA<->ELL,DIVA,ELL,0.7328630324172075
LTA<->TYR,LTA,TYR,0.7326756637211873
PROC<->TCRG,PROC,TCRG,0.7320261588446267
CIT<->GDA,CIT,GDA,0.7320014124929625
HUD<->SDHD,HUD,SDHD,0.7318707074010549
CEL<->HTA,CEL,HTA,0.7315863573996216
ARNTL<->PTPA,ARNTL,PTPA,0.7315849960078098
CRKL<->EPO,CRKL,EPO,0.7315273832718193
CIT<->EED,CIT,EED,0.7313836212491781
CLU<->FAP,CLU,FAP,0.7310251378737296
GCA<->HDX,GCA,HDX,0.7308303928137793
ENV<->SMO,ENV,SMO,0.7307827330329086
CELL<->MSC,CELL,MSC,0.730412039324281
CBFB<->KL,CBFB,KL,0.729824650837846
PBR<->VEGF,PBR,VEGF,0.7296060883307732
CLU<->UCN,CLU,UCN,0.7295106809577359
FAP<->NMI,FAP,NMI,0.7290168579334536
AGL<->TXN,AGL,TXN,0.7286756413974643
EMB<->XK,EMB,XK,0.7286599395006668
BLM<->RRAD,BLM,RRAD,0.7284966960851078
FKHR<->PTPA,FKHR,PTPA,0.7284666702187526
CTH<->SDHD,CTH,SDHD,0.7284185549769933
HEXA<->MPG,HEXA,MPG,0.7280222611084887
NFI<->TEC,NFI,TEC,0.7277379595287867
TXN<->XK,TXN,XK,0.727198698938675
ENV<->GRN,ENV,GRN,0.7268649736559012
MTAP<->TYR,MTAP,TYR,0.7267002355706285
BAX<->LOX,BAX,LOX,0.7264139739710654
CTH<->DCC,CTH,DCC,0.7263247141873479
CSK<->LTA,CSK,LTA,0.7258892294383815
APS<->CBP,APS,CBP,0.725675991385068
ARNT<->GRN,ARNT,GRN,0.7255558815796914
INA<->MMD,INA,MMD,0.7253579180555346
CLOCK<->DAP,CLOCK,DAP,0.7250127201062353
IGHV<->PBR,IGHV,PBR,0.7249406369458328
ISCU<->RICTOR,ISCU,RICTOR,0.7245332943316046
ELL<->GTT,ELL,GTT,0.7245074343653647
NLN<->TESMIN,NLN,TESMIN,0.7244654330955301
FKHR<->GRN,FKHR,GRN,0.7244372339137712
DBT<->SDHD,DBT,SDHD,0.7243874803016234
FKHR<->MIA,FKHR,MIA,0.7243549336532445
NLN<->SMO,NLN,SMO,0.7242246787875607
ENV<->FAP,ENV,FAP,0.7241462182656375
CBL<->RET,CBL,RET,0.7240302947150087
DIVA<->NLN,DIVA,NLN,0.7238090341955052
APS<->SMO,APS,SMO,0.7235881208903964
EPO<->SKI,EPO,SKI,0.7235550378323732
ARNT<->MSN,ARNT,MSN,0.7235532110890515
FYN<->RARA,FYN,RARA,0.7235262827117513
GDA<->MENT,GDA,MENT,0.7234658957440795
GSR<->RRAD,GSR,RRAD,0.723165976233893
APS<->CIT,APS,CIT,0.7229634314317437
DOHH<->IGHD,DOHH,IGHD,0.7228793412076364
AGT<->POLI,AGT,POLI,0.7228090039514229
ATIII<->HEX,ATIII,HEX,0.7225761532212414
AURKB<->ISCU,AURKB,ISCU,0.7222492996295917
CTSB<->ISCU,CTSB,ISCU,0.7222170012278463
FAP<->PTPA,FAP,PTPA,0.722184617057268
LYN<->ORF,LYN,ORF,0.7220996164215218
HUD<->UCN,HUD,UCN,0.7218177875706143
CTSB<->TESMIN,CTSB,TESMIN,0.7217771307006604
HTA<->TXN,HTA,TXN,0.7217572898287898
LOX<->MTP,LOX,MTP,0.7216616015869346
RELA<->VEGF,RELA,VEGF,0.7216142505621432
GCA<->PBR,GCA,PBR,0.7215754027280342
BPI<->DCC,BPI,DCC,0.721438864093634
BLM<->CASK,BLM,CASK,0.72132689480199
PGP<->UCN,PGP,UCN,0.7210870186623787
CBP<->UCN,CBP,UCN,0.7210319756655242
MTRR<->SYK,MTRR,SYK,0.7209129451181605
CBP<->HEXA,CBP,HEXA,0.7207591463929748
NGF<->VWF,NGF,VWF,0.7206612349567275
EPO<->UCN,EPO,UCN,0.7204614678212973
AGL<->FKHR,AGL,FKHR,0.7197482059247822
CTH<->LCT,CTH,LCT,0.7195895652277723
FAP<->SYK,FAP,SYK,0.7192347121528593
NLN<->XK,NLN,XK,0.7192240409352954
NGF<->NOG,NGF,NOG,0.7186612024091517
ACD<->XIAP,ACD,XIAP,0.7186385928450497
GCA<->HAT,GCA,HAT,0.7186115850859035
EBP<->TPA,EBP,TPA,0.7182104430579063
CTSB<->MTRR,CTSB,MTRR,0.7181367409702384
APS<->TNR,APS,TNR,0.7180832982969708
CASK<->PREP,CASK,PREP,0.7179276391405409
DIVA<->FKHR,DIVA,FKHR,0.717633951999183
ATIII<->MMD,ATIII,MMD,0.7175322705686473
CRKL<->ISCU,CRKL,ISCU,0.717140030423258
PGP<->TSLP,PGP,TSLP,0.7169717068996884
MPG<->MTRR,MPG,MTRR,0.7168004688522995
FKHR<->RRAD,FKHR,RRAD,0.7165218912660967
CBP<->NBN,CBP,NBN,0.7160135211140105
HUD<->VCAN,HUD,VCAN,0.7160055837153609
GAN<->SDHD,GAN,SDHD,0.7159414529475406
MAZ<->PGP,MAZ,PGP,0.7158570893364024
DBT<->ISCU,DBT,ISCU,0.7156300603314918
BAK<->TF,BAK,TF,0.7145242089384329
CTH<->GTT,CTH,GTT,0.714255565665565
BLM<->XK,BLM,XK,0.7141884774890338
EPO<->GRN,EPO,GRN,0.7141372634065699
FAP<->GSR,FAP,GSR,0.7139708605436973
CTH<->MTRR,CTH,MTRR,0.7138308002042729
EMB<->HEXA,EMB,HEXA,0.7137526196589599
MPG<->PREP,MPG,PREP,0.7136019130699581
MALL<->NPB,MALL,NPB,0.7128967550314974
CASK<->SDHD,CASK,SDHD,0.7126419112454335
CBP<->VCAN,CBP,VCAN,0.7126055100878717
ABO<->BLK,ABO,BLK,0.7125895040852231
CBP<->CRKL,CBP,CRKL,0.7124982995078717
ALK<->CTH,ALK,CTH,0.7124946210567997
DST<->MAG,DST,MAG,0.7124876535957113
EPO<->ISCU,EPO,ISCU,0.7123889004218075
CRKL<->SHMT,CRKL,SHMT,0.7123559740853521
DIVA<->FAP,DIVA,FAP,0.712352577611043
BPI<->HEXA,BPI,HEXA,0.7118787249640864
HEXA<->NLN,HEXA,NLN,0.7116179493069231
TRE<->VWF,TRE,VWF,0.7116057818124545
MYB<->STIL,MYB,STIL,0.7115200109248736
CTSB<->TSLP,CTSB,TSLP,0.7115013020738558
CRKL<->TXN,CRKL,TXN,0.7114074162932374
HAT<->IGHV,HAT,IGHV,0.7110409414916828
DIVA<->ISCU,DIVA,ISCU,0.711024414399341
CEL<->HEXA,CEL,HEXA,0.7109338032624235
PREP<->TXN,PREP,TXN,0.7105954920926661
PIR<->SKI,PIR,SKI,0.7105854886704762
MTAP<->NFI,MTAP,NFI,0.7100178150675162
HEXA<->TSLP,HEXA,TSLP,0.7098029457725568
CTSB<->SDHD,CTSB,SDHD,0.7095858710505997
CPE<->UBC,CPE,UBC,0.7091108290088447
CTSB<->PTP,CTSB,PTP,0.7086677952725766
ARNTL<->EPO,ARNTL,EPO,0.7086502576039218
NBN<->PDGFRB,NBN,PDGFRB,0.7085814738375988
GCA<->IGHV,GCA,IGHV,0.7082869594854582
CEBPD<->SHMT,CEBPD,SHMT,0.708218769697714
CEBPD<->PREP,CEBPD,PREP,0.7080602087810154
BLM<->GAN,BLM,GAN,0.707965713242779
MAZ<->SMO,MAZ,SMO,0.707895661002115
DIVA<->HUD,DIVA,HUD,0.707883054519787
ENV<->NMI,ENV,NMI,0.7074080813043973
RICTOR<->SHMT,RICTOR,SHMT,0.7074054370781653
HRC<->IVL,HRC,IVL,0.707351681274485
ISCU<->MSN,ISCU,MSN,0.7072275881783799
AURKB<->VCAN,AURKB,VCAN,0.7072198392263844
GTT<->MSN,GTT,MSN,0.707119652852655
BPI<->UCN,BPI,UCN,0.7069635965363652
HBM<->NGF,HBM,NGF,0.706789758158752
ABO<->TRH,ABO,TRH,0.7067736597715246
MALL<->TESMIN,MALL,TESMIN,0.7066884273560188
HTA<->XB,HTA,XB,0.7063259680317794
HRK<->TXN,HRK,TXN,0.7061870606967918
MMD<->TESMIN,MMD,TESMIN,0.7061237469641807
APS<->SAG,APS,SAG,0.7058998648914858
CBP<->MAZ,CBP,MAZ,0.7056673212853982
HAT<->VIP,HAT,VIP,0.7056376327087683
HEX<->SAG,HEX,SAG,0.705471381733255
NLN<->PDGFRB,NLN,PDGFRB,0.7053836763166551
GSR<->NBN,GSR,NBN,0.7053511881230644
HCST<->LCT,HCST,LCT,0.7048466945933991
LBR<->NOG,LBR,NOG,0.7044658100089911
GGH<->PGP,GGH,PGP,0.7043726439192193
HEEL<->TRO,HEEL,TRO,0.7041756748676955
